uf,cidade,bairro,latitude,longitude,data_ocorrencia,fonte_ocorrencia,presenca_agentes,acao_policial,civis_mortos_ocorrencia,civis_feridos_ocorrencia,agentes_mortos_ocorrencia,agentes_feridos_ocorrencia,chacina_ocorrencia,motivo_principal,color,mortos_total,feridos_total,mes
Bahia,LAURO DE FREITAS,VILA PRAIANA,-12.897170638191533,-38.30795446001955,2024-12-29 11:00:00,Imprensa,Não,Não,3.0,,,,Sim,Disputa,#fe0000,,,12
Bahia,CAMACARI,GLEBA E,-12.726373095450144,-38.3300260846546,2024-12-27 19:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,SAO CRISTOVAO,-22.888743954128177,-43.22181971321126,2024-12-28 22:30:00,Imprensa,Sim,Sim,,,,1.0,Não,Ação policial,#fe9600,,,12
Bahia,SALVADOR,MUSSURUNGA,-12.911183793050949,-38.37640820338162,2024-12-28 17:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,LAURO DE FREITAS,AREIA BRANCA,-12.835626715288983,-38.35224384675762,2024-12-27 22:00:00,Imprensa,Sim,Sim,2.0,,,,Não,Ação policial,#fe9600,,,12
Bahia,SALVADOR,PALESTINA,-12.86484020984374,-38.42377793649641,2024-12-29 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,SALVADOR,NORDESTE DE AMARALINA,-13.007101074120898,-38.472854417703445,2024-12-28 23:00:00,Imprensa,Sim,Sim,1.0,,,1.0,Não,Ação policial,#fe9600,,,12
Bahia,SALVADOR,SAO JOAO DO CABRITO,-12.90021331079332,-38.482751102364325,2024-12-28 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91118589702091,-43.25326210975646,2024-12-28 20:59:00,Usuário,Não,Não,,,,,Não,Disputa,#fe9600,,,12
Rio de Janeiro,SÃO JOÃO DE MERITI,VENDA VELHA,-22.788032,-43.3536433,2024-12-28 16:20:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Bahia,SALVADOR,VILA CANARIA,-12.91149778670668,-38.43920124781619,2024-12-28 14:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,ROCHA MIRANDA,-22.8400745,-43.3473366,2024-12-28 10:00:00,Polícia,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,12
Pernambuco,JABOATAO DOS GUARARAPES,BARRA DE JANGADA,-8.2216764,-34.9451498,2024-12-27 23:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91189634,-43.25524243,2024-12-28 08:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,MARE,-22.868566395278147,-43.24196307778391,2024-12-28 09:00:00,Imprensa,Sim,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,SÃO GONÇALO,MORRO DO CASTRO,-22.867760582230915,-43.06770827708251,2024-12-27 18:40:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Pernambuco,RECIFE,SAO JOSE,-8.072523562938786,-34.88644492226963,2024-12-26 00:40:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,MORENO,"N. SRA. DE FATIMA, N. SRA. DA CONCEICAO",-8.127684799999999,-35.0897383,2024-12-26 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Tentativa/Roubo,#fe9600,,,12
Bahia,SALVADOR,RIBEIRA,-12.9162839,-38.4994353,2024-12-27 02:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,12
Pernambuco,ABREU E LIMA,CENTRO,-7.907058999999999,-34.9021136,2024-12-26 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,DUQUE DE CAXIAS,GRAMACHO,-22.7523096,-43.2739077,2024-12-27 06:20:00,Usuário,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,CAMPINHO,-22.8850951874697,-43.337939003183074,2024-12-27 00:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,BELFORD ROXO,SAO FRANCISCO DE ASSIS,-22.73417452576892,-43.39998664953153,2024-12-26 15:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,SALVADOR,LOBATO,-12.923027851055949,-38.48721307607616,2024-12-26 17:00:00,Imprensa,Sim,Sim,2.0,,,,Não,Operação policial,#fe9600,,,12
Bahia,SALVADOR,PAU MIUDO,-12.963664125424147,-38.48120309779922,2024-12-26 16:00:00,Imprensa,Não,Não,,1.0,,,Não,Tentativa/Roubo,#fe9600,,,12
Bahia,CAMACARI,NATAL,-12.694291355140985,-38.31840519412027,2024-12-26 15:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,SALVADOR,ENGOMADEIRA,-12.949181741839116,-38.45480697862686,2024-12-25 14:00:00,Imprensa,Não,Não,,4.0,,,Não,Disputa,#fe9600,,,12
Pernambuco,RECIFE,TORROES,-8.0601776,-34.9391595,2024-12-25 00:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,SALVADOR,AGUAS CLARAS,-12.88289557061634,-38.41945222883634,2024-12-25 23:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,CAMPINHO,-22.88655865145665,-43.33974966708983,2024-12-26 09:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Bahia,SALVADOR,IAPI,-12.95597968789758,-38.4791681319678,2024-12-25 22:50:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,SALVADOR,PAU MIUDO,-12.962666677416918,-38.48207836857255,2024-12-25 21:35:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,JACAREZINHO,-22.8882154,-43.259736,2024-12-25 21:30:00,Usuário,Não,Não,,,,,Não,Tiros a esmo,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,CAMPINHO,-22.88655865145665,-43.33974966708983,2024-12-25 13:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,NOVA IGUAÇU,AMBAI,-22.7107323,-43.4435611,2024-12-25 23:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Bahia,SALVADOR,BAIRRO DA PAZ,-12.93248030518064,-38.37197287455622,2024-12-24 13:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,CAJU,-22.8807991,-43.2278482,2024-12-25 11:37:00,Imprensa,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,12
Pernambuco,GOIANA,PONTA DE PEDRAS,-7.572293999999999,-34.8330592,2024-12-20 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,JABOATAO DOS GUARARAPES,CAVALEIRO,-8.091943719542614,-34.97269569372543,2024-12-24 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,RECIFE,AGUA FRIA,-8.010945158726976,-34.89655788172857,2024-12-24 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,COPACABANA,-22.96447927,-43.18981297,2024-12-25 07:20:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,DUQUE DE CAXIAS,CHACARAS RIO PETROPOLIS,-22.6415736,-43.2836955,2024-12-24 23:00:00,Imprensa,Sim,Sim,,2.0,,,Não,Ação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,JACAREZINHO,-22.8864899,-43.25422,2024-12-25 07:52:00,Polícia,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,GRAJAU,-22.9293533,-43.2640556,2024-12-25 01:05:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,SÃO JOÃO DE MERITI,EDEN,-22.793657511513054,-43.39386105537415,2024-12-25 00:01:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,ROCINHA,-22.987941,-43.2480087,2024-12-24 23:13:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,SÃO JOÃO DE MERITI,EDEN,-22.79375271215073,-43.39402332901955,2024-12-24 22:04:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,JACAREPAGUA,-22.96795019145435,-43.39781810926208,2024-12-24 19:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,CAMPO GRANDE,-22.955805579560025,-43.57688276963455,2024-12-24 16:00:00,Imprensa,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,SÃO JOÃO DE MERITI,TOMAZINHO,-22.8022332,-43.390991,2024-12-24 16:30:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,SÃO JOÃO DE MERITI,TOMAZINHO,-22.8022332,-43.390991,2024-12-24 17:20:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,BANGU,-22.85319795,-43.47059105,2024-12-23 12:00:00,Imprensa,Não,Não,,2.0,,,Não,Disputa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,IRAJA,-22.8327432,-43.3234776,2024-12-24 16:45:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Bahia,SALVADOR,BARRA,-13.003221741857464,-38.5328756584182,2024-12-24 13:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,12
Rio de Janeiro,BELFORD ROXO,PIAM,-22.7474951,-43.3975018,2024-12-24 13:36:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,CASCADURA,-22.8824151,-43.3352074,2024-12-24 12:36:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,CASCADURA,-22.8824151,-43.3352074,2024-12-24 11:43:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,SÃO GONÇALO,AMENDOEIRA,-22.825318,-42.9893914,2024-12-24 08:20:00,Imprensa,Não,Não,1.0,1.0,,,Não,Tentativa/Roubo,#fe9600,,,12
Pernambuco,CABO DE SANTO AGOSTINHO,PONTE DOS CARVALHOS,-8.236901892089096,-34.98431488415256,2024-12-24 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,OLINDA,AGUAZINHA,-7.996871309585223,-34.88171258976834,2024-12-23 00:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,JABOATAO DOS GUARARAPES,BARRA DE JANGADA,-8.232517291847392,-34.9365186350497,2024-12-23 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,GOIANA,GOIANA,-7.533640367866064,-34.99436499494953,2024-12-23 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Briga,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,FREGUESIA (JACAREPAGUA),-22.9739535,-43.4113532,2024-12-24 07:00:00,Polícia,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,12
Pernambuco,RECIFE,BARRO,-8.092683491759761,-34.94658370732197,2024-12-23 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,RECIFE,BRASILIA TEIMOSA,-8.081693929233294,-34.88043617601673,2024-12-23 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,COELHO NETO,-22.8254329,-43.3545828,2024-12-23 17:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,12
Bahia,SALVADOR,LIBERDADE,-12.95044028664948,-38.49310147738045,2024-12-23 16:40:00,Imprensa,Não,Não,,3.0,,,Não,Ataque a civis,#fe9600,,,12
Bahia,CANDEIAS,SANTO ANTONIO,-12.67533856841198,-38.534746771164336,2024-12-22 15:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,12
Bahia,SAO SEBASTIAO DO PASSE,NI,-12.5074434250495,-38.4842049674584,2024-12-22 15:00:00,Imprensa,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,12
Bahia,CAMACARI,RENASCER - PHOC II,-12.70882533716916,-38.33265546373995,2024-12-23 02:00:00,Imprensa,Não,Não,,2.0,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,RECIFE,MONTEIRO,-8.029905199647581,-34.92842476423167,2024-12-22 10:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,SAO LOURENCO DA MATA,MURIBARA,-8.00449514253255,-35.045343857513295,2024-12-23 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,SALVADOR,LIBERDADE,-12.946766080041364,-38.49252132947656,2024-12-23 13:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,DIAS D'AVILA,BOSQUE DIAS D AVILA,-12.621667095124543,-38.28009627686527,2024-12-22 21:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,12
Pernambuco,JABOATAO DOS GUARARAPES,CAJUEIRO SECO,-8.171450733553282,-34.92651343445538,2024-12-22 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,COELHO NETO,-22.829796193138986,-43.3483118341156,2024-12-22 00:30:00,Imprensa,Não,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,12
Pernambuco,CAMARAGIBE,VILA DA FABRICA,-8.0087824,-34.9785043,2024-12-23 00:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,12
Pernambuco,CABO DE SANTO AGOSTINHO,COHAB,-8.2956761,-35.0292603,2024-12-21 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91,-43.2575,2024-12-23 10:00:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,12
Pernambuco,CABO DE SANTO AGOSTINHO,JUCARAL,-8.291573114367255,-35.22498779728122,2024-12-22 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,IPOJUCA,NI,-8.337273251429853,-35.14125836114324,2024-12-22 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,CABO DE SANTO AGOSTINHO,GARAPU,-8.2888542,-35.0205519,2024-12-22 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,SAO LOURENCO DA MATA,CENTRO,-7.994963845496601,-35.042303571746345,2024-12-22 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,ILHA DE ITAMARACA,JAGUARIBE,-7.7435584,-34.8312077,2024-12-22 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,RECIFE,PINA,-8.090797576397105,-34.881328328862395,2024-12-22 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,ABREU E LIMA,DESTERRO,-7.891066099999999,-34.9076516,2024-12-22 00:00:00,Imprensa,Sim,Sim,1.0,,,1.0,Não,Ação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,TIJUCA,-22.9303304,-43.2259689,2024-12-23 00:11:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Bahia,SALVADOR,CASTELO BRANCO,-12.906577743908969,-38.42353294871252,2024-12-22 21:24:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.913323597183297,-43.25428121563491,2024-12-22 20:30:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Bahia,SALVADOR,MATA ESCURA,-12.939668969342923,-38.469765800907865,2024-12-22 11:00:00,Imprensa,Não,Não,1.0,,,,Não,Disputa,#fe9600,,,12
Rio de Janeiro,SÃO GONÇALO,JOCKEY,-22.8467882,-42.9983438,2024-12-21 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,TANQUE,-22.915556,-43.3625,2024-12-22 01:52:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,TANQUE,-22.915556,-43.3625,2024-12-21 23:20:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,12
Bahia,LAURO DE FREITAS,CAPELAO,-12.861249432773384,-38.35370462760516,2024-12-21 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Tortura,#fe9600,,,12
Bahia,SALVADOR,PITUBA,-12.99146757064958,-38.46070501374868,2024-12-22 03:00:00,Imprensa,Não,Não,,1.0,,,Não,Briga,#fe9600,,,12
Bahia,SALVADOR,NARANDIBA,-12.955071731712328,-38.44908448135157,2024-12-21 21:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,SALVADOR,COSME DE FARIAS,-12.977718139393373,-38.48898223560356,2024-12-22 03:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,PENHA CIRCULAR,-22.8289788,-43.2816822,2024-12-21 18:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,CAMPINHO,-22.88667726212075,-43.3417237729248,2024-12-21 19:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91225319547,-43.2503331375122,2024-12-21 13:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.912121845196623,-43.25462346511231,2024-12-21 16:45:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,IRAJA,-22.848094018424117,-43.32356674603271,2024-12-21 15:20:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,GUARATIBA,-22.9938213,-43.6039727,2024-12-20 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,LAURO DE FREITAS,RECREIO IPITANGA,-12.88766126190234,-38.32875974536681,2024-12-21 08:00:00,Imprensa,Sim,Não,,,,1.0,Não,Disparo Acidental,#fe9600,,,12
Pernambuco,ABREU E LIMA,FOSFATO,-7.897113616167587,-34.89412331324527,2024-12-17 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,IGARASSU,BONFIM,-7.876658539009147,-34.91411039387645,2024-12-20 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,ANIL,-22.9556307,-43.3422066,2024-12-20 18:00:00,Imprensa,Não,Não,1.0,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,ANIL,-22.962846,-43.34533,2024-12-20 07:00:00,Imprensa,Não,Não,1.0,,,,Não,Não identificado,#fe9600,,,12
Bahia,SALVADOR,BEIRU/TANCREDO NEVES,-12.950692643281393,-38.44987619203172,2024-12-20 17:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,CASCADURA,-22.892324971301782,-43.33377861518315,2024-12-21 04:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Bahia,CAMACARI,TANCREDO NEVES - PHOC III,-12.7196123548021,-38.33541047553494,2024-12-20 20:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,PAULISTA,MIRUEIRA,-7.9667974,-34.89083220000001,2024-12-20 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,NOVA IGUAÇU,TINGUA,-22.6290076,-43.4211227,2024-12-19 16:30:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,NOVA IGUAÇU,PRADOS VERDES,-22.8322013,-43.6156746,2024-12-20 20:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,SÃO GONÇALO,JARDIM CATARINA,-22.7921966,-42.9998964,2024-12-20 15:00:00,Imprensa,Não,Não,,1.0,,,Não,Outro,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91318913627668,-43.2539368196045,2024-12-20 22:45:00,Imprensa,Não,Não,,1.0,,,Não,Disputa,#fe9600,,,12
Bahia,SALVADOR,PERNAMBUES,-12.973646388679771,-38.45276219189751,2024-12-20 18:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,CAMACARI,SANTA MARIA,-12.71828842338723,-38.34063748841389,2024-12-20 15:00:00,Imprensa,Sim,Sim,3.0,,,,Sim,Ação policial,#fe0000,,,12
Pernambuco,RECIFE,PINA,-8.093272911990638,-34.88674509229216,2024-12-20 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Pernambuco,OLINDA,FRAGOSO,-7.983534125251112,-34.85554644129899,2024-12-20 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,DUQUE DE CAXIAS,DR. LAUREANO,-22.7680298,-43.2980711,2024-12-19 20:28:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,SALVADOR,CENTRO,-12.9853954,-38.5209739,2024-12-20 07:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,SÃO GONÇALO,ITAUNA,-22.7917073,-43.0298226,2024-12-19 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,COMPLEXO DO ALEMAO,-22.86362228,-43.27874626,2024-12-20 06:13:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,12
Pernambuco,RECIFE,CORDEIRO,-8.048774478505134,-34.93440781150036,2024-12-19 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,CAMACARI,RENASCER - PHOC II,-12.707083477589553,-38.335017830365445,2024-12-19 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,SALVADOR,LOBATO,-12.915270014353585,-38.48056373372955,2024-12-20 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,SANTA CRUZ,-22.9318471,-43.6775718,2024-12-19 23:00:00,Imprensa,Sim,Não,1.0,,1.0,,Não,Tentativa/Roubo,#fe9600,2.0,,12
Bahia,SALVADOR,AGUAS CLARAS,-12.8849809,-38.4363985,2024-12-19 22:00:00,Imprensa,Não,Não,,2.0,,,Não,Arrastão,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,CIDADE DE DEUS,-22.949566780962133,-43.3657883460022,2024-12-20 06:25:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,12
Rio de Janeiro,BELFORD ROXO,PIAM,-22.75173021,-43.40115974,2024-12-20 06:28:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,COSTA BARROS,-22.8246094,-43.3726806,2024-12-20 01:45:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,COMPLEXO DO ALEMAO,-22.86396978,-43.2730245,2024-12-20 05:29:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,CASCADURA,-22.892324971301782,-43.33377861518315,2024-12-20 05:50:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,CACHAMBI,-22.88556745484001,-43.27052067965269,2024-12-20 05:30:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,12
Bahia,SALVADOR,BEIRU/TANCREDO NEVES,-12.94981409592437,-38.44726883573227,2024-12-19 13:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,ENGENHO NOVO,-22.908632687857427,-43.26500038,2024-12-19 15:00:00,Imprensa,Sim,Sim,,2.0,,,Não,Ação policial,#fe9600,,,12
Rio de Janeiro,RIO DE JANEIRO,SANTA CRUZ,-22.925412667478383,-43.65008614847946,2024-12-18 20:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
Bahia,SALVADOR,NAZARE,-12.981944668136064,-38.51039077046728,2024-12-19 13:00:00,Imprensa,Sim,Não,,1.0,,,Não,Tentativa/Roubo,#fe9600,,,12
Bahia,SALVADOR,COSME DE FARIAS,-12.979845742488791,-38.49461560926333,2024-12-19 10:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,12
Pernambuco,RECIFE,CORDEIRO,-8.0479358,-34.9258207,2024-12-18 00:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,12
Bahia,SALVADOR,SANTA CRUZ,-13.005021591206274,-38.47388001299596,2024-12-18 00:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,12
Pernambuco,GOIANA,TEJUCOPAPO,-7.6026735,-34.8918319,2024-12-18 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,12
